acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,axis,variant,params,sec
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9956944444444443,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",raw1d,0,1,stft,fine,27075.0,72.44463909999467
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9997222222222222,0.9876543209876543,1.0,1.0,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [1, 0, 19]]",spec2d,0,1,stft,fine,32227.0,40.04191459999129
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9997916666666667,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",raw1d_wide,0,1,stft,fine,99795.0,162.45964939999976
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,0,1,stft,fine,97775.0,83.04871550000098
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",late,0,1,stft,fine,98571.0,91.84017339999264
0.97,0.9670247448025225,0.9615668883961567,0.975,1.0,0.9876543209876543,1.0,0.961038961038961,0.925,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [1, 37, 2], [0, 0, 20]]",gated,0,1,stft,fine,98698.0,104.6564439000067
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",attention,0,1,stft,fine,98544.0,184.55139339999005
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9997222222222222,0.9876543209876543,1.0,1.0,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [1, 0, 19]]",score,0,1,stft,fine,,0.0
0.55,0.607348474545537,0.5936039432858097,0.625,0.7811111111111111,0.4473684210526316,0.425,0.4444444444444444,0.45,0.9302325581395349,1.0,1.0,"[[17, 23, 0], [19, 18, 3], [0, 0, 20]]",logvar,0,1,stft,fine,3.0,0.0
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",shallow,0,1,stft,fine,21.0,0.0
0.96,0.9544005126660954,0.9513519571285939,0.9583333333333334,0.9926388888888887,0.9876543209876543,1.0,0.9487179487179487,0.925,0.926829268292683,0.95,0.95,"[[40, 0, 0], [1, 37, 2], [0, 1, 19]]",raw1d,0,2,stft,fine,27075.0,62.44165530000464
0.97,0.9659927257167308,0.9757936507936508,0.9583333333333334,0.9948611111111111,0.975,0.975,0.975609756097561,1.0,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [0, 40, 0], [1, 1, 18]]",spec2d,0,2,stft,fine,32227.0,52.204920600008336
0.97,0.9619104146881924,0.9659927257167308,0.9583333333333334,0.9904166666666666,0.9876543209876543,1.0,0.975,0.975,0.9230769230769231,0.9,0.9,"[[40, 0, 0], [0, 39, 1], [1, 1, 18]]",raw1d_wide,0,2,stft,fine,99795.0,222.55876160001208
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.9952083333333334,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",spec2d_wide,0,2,stft,fine,97775.0,101.73088479999569
